service_id,date,exception_type
7974-exception,20131227,2
7974-exception,20131228,2
7974-exception,20131229,2
7974-exception,20131230,2
7974-exception,20131231,2
7974-exception,20140101,2
7974-exception,20140102,2
7974-exception,20140103,2
5412-exception,20131205,2
5412-exception,20131206,2
5412-exception,20131207,2
5412-exception,20131208,2
5412-exception,20131209,2
5412-exception,20131210,2
5412-exception,20131211,2
5412-exception,20131212,2
5412-exception,20131213,2
5412-exception,20131214,2
5412-exception,20131215,2
5412-exception,20131216,2
5412-exception,20131217,2
5412-exception,20131218,2
5412-exception,20131219,2
5412-exception,20131220,2
5412-exception,20131221,2
5412-exception,20131222,2
5412-exception,20131223,2
5412-exception,20131224,2
5412-exception,20131225,2
5412-exception,20131226,2
5412-exception,20131227,2
5412-exception,20131228,2
5412-exception,20131229,2
5412-exception,20131230,2
5412-exception,20131231,2
5412-exception,20140101,2
5412-exception,20140102,2
5412-exception,20140103,2
5062-exception,20131205,2
5062-exception,20131206,2
5062-exception,20131207,2
5062-exception,20131208,2
5062-exception,20131209,2
5062-exception,20131210,2
5062-exception,20131211,2
5062-exception,20131212,2
5062-exception,20131213,2
5062-exception,20131214,2
5062-exception,20131215,2
5062-exception,20131216,2
5062-exception,20131217,2
5062-exception,20131218,2
5062-exception,20131219,2
5062-exception,20131220,2
5062-exception,20131221,2
5062-exception,20131222,2
5062-exception,20131223,2
5062-exception,20131224,2
5062-exception,20131225,2
5062-exception,20131226,2
5062-exception,20131227,2
5062-exception,20131228,2
5062-exception,20131229,2
5062-exception,20131230,2
5062-exception,20131231,2
5062-exception,20140101,2
5062-exception,20140102,2
5062-exception,20140103,2
243-exception,20131205,2
243-exception,20131206,2
243-exception,20131207,2
243-exception,20131208,2
243-exception,20131209,2
243-exception,20131210,2
243-exception,20131211,2
243-exception,20131212,2
243-exception,20131213,2
243-exception,20131214,2
243-exception,20131215,2
243-exception,20131216,2
243-exception,20131217,2
243-exception,20131218,2
243-exception,20131219,2
243-exception,20131220,2
243-exception,20131221,2
243-exception,20131222,2
243-exception,20131223,2
243-exception,20131224,2
243-exception,20131225,2
243-exception,20131226,2
243-exception,20131227,2
243-exception,20131228,2
243-exception,20131229,2
243-exception,20131230,2
243-exception,20131231,2
243-exception,20140101,2
243-exception,20140102,2
243-exception,20140103,2
3510-exception,20131205,2
3510-exception,20131206,2
3510-exception,20131207,2
3510-exception,20131208,2
3510-exception,20131209,2
3510-exception,20131210,2
3510-exception,20131211,2
3510-exception,20131212,2
3510-exception,20131213,2
3510-exception,20131214,2
3510-exception,20131215,2
3510-exception,20131216,2
3510-exception,20131217,2
3510-exception,20131218,2
3510-exception,20131219,2
3510-exception,20131220,2
3510-exception,20131221,2
3510-exception,20131222,2
3510-exception,20131223,2
3510-exception,20131224,2
3510-exception,20131225,2
3510-exception,20131226,2
3510-exception,20131227,2
3510-exception,20131228,2
3510-exception,20131229,2
3510-exception,20131230,2
3510-exception,20131231,2
3510-exception,20140101,2
3510-exception,20140102,2
3510-exception,20140103,2
238-exception,20131205,2
238-exception,20131206,2
238-exception,20131207,2
238-exception,20131208,2
238-exception,20131209,2
238-exception,20131210,2
238-exception,20131211,2
238-exception,20131212,2
238-exception,20131213,2
238-exception,20131214,2
238-exception,20131215,2
238-exception,20131216,2
238-exception,20131217,2
238-exception,20131218,2
238-exception,20131219,2
238-exception,20131220,2
238-exception,20131221,2
238-exception,20131222,2
238-exception,20131223,2
238-exception,20131224,2
238-exception,20131225,2
238-exception,20131226,2
238-exception,20131227,2
238-exception,20131228,2
238-exception,20131229,2
238-exception,20131230,2
238-exception,20131231,2
238-exception,20140101,2
238-exception,20140102,2
238-exception,20140103,2
3626-exception,20131205,2
3626-exception,20131206,2
3626-exception,20131207,2
3626-exception,20131208,2
3626-exception,20131209,2
3626-exception,20131210,2
3626-exception,20131211,2
3626-exception,20131212,2
3626-exception,20131213,2
3626-exception,20131214,2
3626-exception,20131215,2
3626-exception,20131216,2
3626-exception,20131217,2
3626-exception,20131218,2
3626-exception,20131219,2
3626-exception,20131220,2
3626-exception,20131221,2
3626-exception,20131222,2
3626-exception,20131223,2
3626-exception,20131224,2
3626-exception,20131225,2
3626-exception,20131226,2
3626-exception,20131227,2
3626-exception,20131228,2
3626-exception,20131229,2
3626-exception,20131230,2
3626-exception,20131231,2
3626-exception,20140101,2
3626-exception,20140102,2
3626-exception,20140103,2
7500-exception,20131205,2
7500-exception,20131206,2
7500-exception,20131207,2
7500-exception,20131208,2
7500-exception,20131209,2
7500-exception,20131210,2
7500-exception,20131211,2
7500-exception,20131212,2
7500-exception,20131213,2
7500-exception,20131214,2
7500-exception,20131215,2
7500-exception,20131216,2
7500-exception,20131217,2
7500-exception,20131218,2
7500-exception,20131219,2
7500-exception,20131220,2
7500-exception,20131221,2
7500-exception,20131222,2
7500-exception,20131223,2
7500-exception,20131224,2
7500-exception,20131225,2
7500-exception,20131226,2
7500-exception,20131227,2
7500-exception,20131228,2
7500-exception,20131229,2
7500-exception,20131230,2
7500-exception,20131231,2
7500-exception,20140101,2
7500-exception,20140102,2
7500-exception,20140103,2
5542-exception,20131205,2
5542-exception,20131206,2
5542-exception,20131207,2
5542-exception,20131208,2
5542-exception,20131209,2
5542-exception,20131210,2
5542-exception,20131211,2
5542-exception,20131212,2
5542-exception,20131213,2
5542-exception,20131214,2
5542-exception,20131215,2
5542-exception,20131216,2
5542-exception,20131217,2
5542-exception,20131218,2
5542-exception,20131219,2
5542-exception,20131220,2
5542-exception,20131221,2
5542-exception,20131222,2
5542-exception,20131223,2
5542-exception,20131224,2
5542-exception,20131225,2
5542-exception,20131226,2
5542-exception,20131227,2
5542-exception,20131228,2
5542-exception,20131229,2
5542-exception,20131230,2
5542-exception,20131231,2
5542-exception,20140101,2
5542-exception,20140102,2
5542-exception,20140103,2
4593-exception,20131205,2
4593-exception,20131206,2
4593-exception,20131207,2
4593-exception,20131208,2
4593-exception,20131209,2
4593-exception,20131210,2
4593-exception,20131211,2
4593-exception,20131212,2
4593-exception,20131213,2
4593-exception,20131214,2
4593-exception,20131215,2
4593-exception,20131216,2
4593-exception,20131217,2
4593-exception,20131218,2
4593-exception,20131219,2
4593-exception,20131220,2
4593-exception,20131221,2
4593-exception,20131222,2
4593-exception,20131223,2
4593-exception,20131224,2
4593-exception,20131225,2
4593-exception,20131226,2
4593-exception,20131227,2
4593-exception,20131228,2
4593-exception,20131229,2
4593-exception,20131230,2
4593-exception,20131231,2
4593-exception,20140101,2
4593-exception,20140102,2
4593-exception,20140103,2
7716-exception,20131205,2
7716-exception,20131206,2
7716-exception,20131207,2
7716-exception,20131208,2
7716-exception,20131209,2
7716-exception,20131210,2
7716-exception,20131211,2
7716-exception,20131212,2
7716-exception,20131213,2
7716-exception,20131214,2
7716-exception,20131215,2
7716-exception,20131216,2
7716-exception,20131217,2
7716-exception,20131218,2
7716-exception,20131219,2
7716-exception,20131220,2
7716-exception,20131221,2
7716-exception,20131222,2
7716-exception,20131223,2
7716-exception,20131224,2
7716-exception,20131225,2
7716-exception,20131226,2
7716-exception,20131227,2
7716-exception,20131228,2
7716-exception,20131229,2
7716-exception,20131230,2
7716-exception,20131231,2
7716-exception,20140101,2
7716-exception,20140102,2
7716-exception,20140103,2
5318-exception,20131205,2
5318-exception,20131206,2
5318-exception,20131207,2
5318-exception,20131208,2
5318-exception,20131209,2
5318-exception,20131210,2
5318-exception,20131211,2
5318-exception,20131212,2
5318-exception,20131213,2
5318-exception,20131214,2
5318-exception,20131215,2
5318-exception,20131216,2
5318-exception,20131217,2
5318-exception,20131218,2
5318-exception,20131219,2
5318-exception,20131220,2
5318-exception,20131221,2
5318-exception,20131222,2
5318-exception,20131223,2
5318-exception,20131224,2
5318-exception,20131225,2
5318-exception,20131226,2
5318-exception,20131227,2
5318-exception,20131228,2
5318-exception,20131229,2
5318-exception,20131230,2
5318-exception,20131231,2
5318-exception,20140101,2
5318-exception,20140102,2
5318-exception,20140103,2
8115-exception,20131205,2
8115-exception,20131206,2
8115-exception,20131207,2
8115-exception,20131208,2
8115-exception,20131209,2
8115-exception,20131210,2
8115-exception,20131211,2
8115-exception,20131212,2
8115-exception,20131213,2
8115-exception,20131214,2
8115-exception,20131215,2
8115-exception,20131216,2
8115-exception,20131217,2
8115-exception,20131218,2
8115-exception,20131219,2
8115-exception,20131220,2
8115-exception,20131221,2
8115-exception,20131222,2
8115-exception,20131223,2
8115-exception,20131224,2
8115-exception,20131225,2
8115-exception,20131226,2
8115-exception,20131227,2
8115-exception,20131228,2
8115-exception,20131229,2
8115-exception,20131230,2
8115-exception,20131231,2
8115-exception,20140101,2
8115-exception,20140102,2
8115-exception,20140103,2
7591-exception,20131205,2
7591-exception,20131206,2
7591-exception,20131207,2
7591-exception,20131208,2
7591-exception,20131209,2
7591-exception,20131210,2
7591-exception,20131211,2
7591-exception,20131212,2
7591-exception,20131213,2
